state_id	state	municipality_id	municipality	areas_id	areas	clues	establishment_type_id	establishment_type	institution_id	institution	clinics	beds
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000021	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000033	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000045	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000050	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000062	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000074	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000086	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000091	2	De hospitalización	SMP	SMP	23	24
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000103	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000115	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000120	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000132	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000144	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000185	1	De consulta externa	SMP	SMP	3	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000190	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000202	4	De asistencia social	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000214	3	De apoyo	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000226	2	De hospitalización	SMP	SMP	4	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000231	1	De consulta externa	SMP	SMP	2	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000243	1	De consulta externa	SMP	SMP	4	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000251	3	De apoyo	SMP	SMP	2	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000260	1	De consulta externa	SMP	SMP	29	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000275	2	De hospitalización	SMP	SMP	0	9
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000284	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000293	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000304	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000313	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000322	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000331	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000340	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000355	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000364	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000373	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000382	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000391	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000400	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000415	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000424	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000433	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000442	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000451	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000460	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000475	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000484	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000493	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000502	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000511	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000520	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000535	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000544	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000553	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000562	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000571	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000580	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000595	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000604	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000613	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000622	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000631	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000640	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000655	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000664	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000673	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000682	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000691	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000700	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000715	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000724	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000733	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000835	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000844	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000851	1	De consulta externa	SMP	SMP	4	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000861	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000873	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000885	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000890	2	De hospitalización	SMP	SMP	2	10
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000902	1	De consulta externa	SMP	SMP	2	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000914	1	De consulta externa	SMP	SMP	18	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000926	1	De consulta externa	SMP	SMP	2	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000931	2	De hospitalización	SMP	SMP	20	11
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000943	2	De hospitalización	SMP	SMP	0	17
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000955	3	De apoyo	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000960	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000972	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000984	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP000996	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP001001	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP001013	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP001025	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP001030	1	De consulta externa	SMP	SMP	2	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP001042	3	De apoyo	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP001054	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP001066	3	De apoyo	SMP	SMP	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP001071	2	De hospitalización	SMP	SMP	1	4
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP001083	2	De hospitalización	SMP	SMP	3	74
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP001095	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSMP001100	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000013	1	De consulta externa	SSA	SSA	14	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000025	2	De hospitalización	SSA	SSA	30	144
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000030	2	De hospitalización	SSA	SSA	15	98
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000042	2	De hospitalización	SSA	SSA	15	92
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000054	2	De hospitalización	SSA	SSA	20	110
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000066	1	De consulta externa	SSA	SSA	3	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000071	1	De consulta externa	SSA	SSA	7	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000083	1	De consulta externa	SSA	SSA	4	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000095	1	De consulta externa	SSA	SSA	7	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000100	1	De consulta externa	SSA	SSA	6	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000112	1	De consulta externa	SSA	SSA	8	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000124	1	De consulta externa	SSA	SSA	6	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000136	1	De consulta externa	SSA	SSA	5	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000141	1	De consulta externa	SSA	SSA	7	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000153	1	De consulta externa	SSA	SSA	6	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000165	1	De consulta externa	SSA	SSA	5	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000170	1	De consulta externa	SSA	SSA	9	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000182	1	De consulta externa	SSA	SSA	5	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000235	1	De consulta externa	SSA	SSA	4	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000281	1	De consulta externa	SSA	SSA	3	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000894	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000906	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000931	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000943	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000972	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000984	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA000996	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001025	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001030	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001046	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001051	1	De consulta externa	SSA	SSA	4	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001063	3	De apoyo	SSA	SSA	2	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001080	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001104	1	De consulta externa	SSA	SSA	4	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001116	1	De consulta externa	SSA	SSA	5	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001186	1	De consulta externa	SSA	SSA	5	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001203	1	De consulta externa	SSA	SSA	6	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001215	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001232	1	De consulta externa	SSA	SSA	5	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001250	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001283	1	De consulta externa	SSA	SSA	5	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001292	1	De consulta externa	SSA	SSA	7	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001301	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001310	1	De consulta externa	SSA	SSA	6	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001326	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001331	2	De hospitalización	SSA	SSA	61	189
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001343	1	De consulta externa	SSA	SSA	12	0
1	Aguascalientes	1001	Aguascalientes	2	Urbano	ASSSA001372	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1002	Asientos	1	Rural	ASSSA000310	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1002	Asientos	1	Rural	ASSSA000322	1	De consulta externa	SSA	SSA	1	1
1	Aguascalientes	1002	Asientos	1	Rural	ASSSA000346	1	De consulta externa	SSA	SSA	1	1
1	Aguascalientes	1002	Asientos	1	Rural	ASSSA000351	1	De consulta externa	SSA	SSA	2	1
1	Aguascalientes	1002	Asientos	1	Rural	ASSSA000363	1	De consulta externa	SSA	SSA	1	0
1	Aguascalientes	1002	Asientos	1	Rural	ASSSA000375	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1002	Asientos	1	Rural	ASSSA000380	1	De consulta externa	SSA	SSA	2	1
1	Aguascalientes	1002	Asientos	1	Rural	ASSSA000882	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1002	Asientos	1	Rural	ASSSA001360	1	De consulta externa	SSA	SSA	4	0
1	Aguascalientes	1002	Asientos	2	Urbano	ASIMS000086	1	De consulta externa	IMSS	IMSS	2	0
1	Aguascalientes	1002	Asientos	2	Urbano	ASIST000074	1	De consulta externa	ISSSTE	ISSSTE	1	0
1	Aguascalientes	1002	Asientos	2	Urbano	ASSSA000305	1	De consulta externa	SSA	SSA	3	0
1	Aguascalientes	1002	Asientos	2	Urbano	ASSSA000334	1	De consulta externa	SSA	SSA	3	1
1	Aguascalientes	1002	Asientos	2	Urbano	ASSSA000392	1	De consulta externa	SSA	SSA	5	3
1	Aguascalientes	1003	Calvillo	1	Rural	ASSSA000433	1	De consulta externa	SSA	SSA	1	0
1	Aguascalientes	1003	Calvillo	1	Rural	ASSSA000445	1	De consulta externa	SSA	SSA	4	0
1	Aguascalientes	1003	Calvillo	1	Rural	ASSSA000450	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1003	Calvillo	1	Rural	ASSSA000462	1	De consulta externa	SSA	SSA	3	0
1	Aguascalientes	1003	Calvillo	1	Rural	ASSSA000474	1	De consulta externa	SSA	SSA	4	0
1	Aguascalientes	1003	Calvillo	1	Rural	ASSSA000491	1	De consulta externa	SSA	SSA	3	0
1	Aguascalientes	1003	Calvillo	1	Rural	ASSSA000503	1	De consulta externa	SSA	SSA	3	0
1	Aguascalientes	1003	Calvillo	1	Rural	ASSSA000515	1	De consulta externa	SSA	SSA	1	0
1	Aguascalientes	1003	Calvillo	1	Rural	ASSSA000520	1	De consulta externa	SSA	SSA	1	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASDIF000052	4	De asistencia social	DIF	DIF	0	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASIMS000091	1	De consulta externa	IMSS	IMSS	2	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASIST000050	1	De consulta externa	ISSSTE	ISSSTE	1	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSMP000173	2	De hospitalización	SMP	SMP	0	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSMP000742	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSSA000404	2	De hospitalización	SSA	SSA	9	46
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSSA000416	1	De consulta externa	SSA	SSA	3	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSSA000421	1	De consulta externa	SSA	SSA	7	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSSA000486	1	De consulta externa	SSA	SSA	3	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSSA000923	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSSA000960	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSSA001013	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSSA001092	1	De consulta externa	SSA	SSA	1	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSSA001133	1	De consulta externa	SSA	SSA	4	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSSA001244	1	De consulta externa	SSA	SSA	4	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSSA001265	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1003	Calvillo	2	Urbano	ASSSA001396	3	De apoyo	SSA	SSA	0	0
1	Aguascalientes	1004	Cosío	1	Rural	ASSSA000544	1	De consulta externa	SSA	SSA	2	1
1	Aguascalientes	1004	Cosío	2	Urbano	ASDIF000023	4	De asistencia social	DIF	DIF	0	0
1	Aguascalientes	1004	Cosío	2	Urbano	ASIST000115	1	De consulta externa	ISSSTE	ISSSTE	1	0
1	Aguascalientes	1004	Cosío	2	Urbano	ASSSA000532	1	De consulta externa	SSA	SSA	5	2
1	Aguascalientes	1005	Jesús María	1	Rural	ASIMS000161	2	De hospitalización	IMSS	IMSS	290	297
1	Aguascalientes	1005	Jesús María	1	Rural	ASSSA000561	1	De consulta externa	SSA	SSA	3	0
1	Aguascalientes	1005	Jesús María	1	Rural	ASSSA000573	1	De consulta externa	SSA	SSA	1	0
1	Aguascalientes	1005	Jesús María	1	Rural	ASSSA000590	1	De consulta externa	SSA	SSA	1	0
1	Aguascalientes	1005	Jesús María	1	Rural	ASSSA000602	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1005	Jesús María	2	Urbano	ASIMS000103	1	De consulta externa	IMSS	IMSS	11	0
1	Aguascalientes	1005	Jesús María	2	Urbano	ASSMP000751	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1005	Jesús María	2	Urbano	ASSMP000760	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1005	Jesús María	2	Urbano	ASSMP000775	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1005	Jesús María	2	Urbano	ASSSA000556	1	De consulta externa	SSA	SSA	7	0
1	Aguascalientes	1005	Jesús María	2	Urbano	ASSSA000585	1	De consulta externa	SSA	SSA	5	0
1	Aguascalientes	1005	Jesús María	2	Urbano	ASSSA001145	1	De consulta externa	SSA	SSA	5	0
1	Aguascalientes	1005	Jesús María	2	Urbano	ASSSA001150	1	De consulta externa	SSA	SSA	7	0
1	Aguascalientes	1006	Pabellón de Arteaga	1	Rural	ASSSA000631	1	De consulta externa	SSA	SSA	2	0
1	Aguascalientes	1006	Pabellón de Arteaga	2	Urbano	ASIMS000115	1	De consulta externa	IMSS	IMSS	4	0
1	Aguascalientes	1006	Pabellón de Arteaga	2	Urbano	ASIST000033	1	De consulta externa	ISSSTE	ISSSTE	3	0
1	Aguascalientes	1006	Pabellón de Arteaga	2	Urbano	ASSMP000784	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1006	Pabellón de Arteaga	2	Urbano	ASSMP000793	1	De consulta externa	SMP	SMP	1	0
1	Aguascalientes	1006	Pabellón de Arteaga	2	Urbano	ASSSA000614	2	De hospitalización	SSA	SSA	5	40
1	Aguascalientes	1006	Pabellón de Arteaga	2	Urbano	ASSSA000626	1	De consulta externa	SSA	SSA	6	0
1	Aguascalientes	1006	Pabellón de Arteaga	2	Urbano	ASSSA000643	1	De consulta externa	SSA	SSA	3	0
